u,g,r,i,z,y,redshift,mstar
27.5929,27.5122,27.6883,26.8665,27.0529,26.9574,0.638125,6.65625060975437
26.7788,26.2347,25.4586,25.272,25.304,25.1594,0.447851,7.79349353864294
28.0765,26.7675,26.7037,26.3326,26.0613,26.2235,1.45207,8.69053363493
27.6962,27.1861,26.4103,26.1589,26.1077,25.5761,0.437417,7.44239039241178
27.813,27.9639,27.1607,26.7073,26.0377,26.6384,0.735371,7.77437826130975
24.9501,24.3356,23.27,22.8994,22.6561,22.4917,0.412613,9.11116838391172
27.4722,27.9905,26.8277,26.8754,26.3477,25.3218,1.7392,9.31272094243208
26.9898,27.3687,26.8472,26.963,27.1045,28.4442,0.68903,7.0030079062406
27.2056,27.1082,26.381,26.2706,26.4932,99,0.452404,7.26512691178245
26.319,25.9845,25.3728,24.9712,24.7536,24.5175,0.634215,8.22260463242089
26.4768,26.1188,25.3412,24.5637,23.8274,23.2517,1.19261,10.2759881880113
24.2567,23.9283,23.2173,22.9741,22.8956,22.625,0.487612,8.75808791891431
25.9991,25.69,25.1295,24.9369,24.9387,24.6425,0.525623,7.81107004614984
24.5416,23.5696,23.0039,22.7368,22.6375,22.5036,0.160719,8.07611956050602
26.7844,26.5336,26.1001,25.9958,25.7108,25.774,1.92773,9.33513080294175
26.1485,25.9232,25.6511,24.8886,24.7925,24.5613,0.920054,8.73713696035555
28.9328,27.6789,25.7661,25.2541,24.9481,25.113,0.418536,8.4188446481828
26.6687,25.9816,25.2081,25.0645,24.8325,24.6603,0.394354,7.82782982038938
28.0879,28.1486,27.5681,26.6838,25.9869,26.7294,0.912103,8.23800091406878
26.8065,26.0408,24.6877,23.5175,22.6595,21.8484,1.18966,11.0615806373667
28.8656,27.2213,26.7956,26.9386,26.0838,26.525,1.64982,8.79639461189042
27.7932,27.5685,27.506,26.8866,26.5198,25.9968,1.41597,8.62220262129085
26.3633,26.4961,26.5973,26.4691,26.5176,25.553,0.838272,7.11596977915535
27.464,26.3626,25.4715,24.4611,23.9096,23.7761,0.874216,9.38459352711517
28.5219,27.7695,26.563,26.0368,25.9125,25.8714,0.733406,8.31559673350518
28.4433,28.7666,27.2851,25.3949,24.7418,23.6461,1.40761,10.9233093133692
28.1657,27.8875,27.1661,26.6153,27.4184,27.4443,0.629526,7.68176478939052
27.6863,26.4221,25.536,25.2702,25.2191,25.2832,0.442583,7.93508586633475
27.2483,27.9517,26.9538,26.6003,26.5619,26.5244,1.14366,8.70153344734213
27.861,27.3692,26.3189,26.329,26.116,25.9273,0.325373,7.16092449597035
27.9369,28.2019,27.4117,26.7448,26.0069,25.9504,0.990759,8.41540575675223
26.9489,26.9689,26.3386,25.6334,24.8145,24.2894,1.20827,9.56065492860062
24.9913,23.5738,22.0996,21.4602,21.1533,20.895,0.481028,10.2075724362959
26.1606,25.0092,23.4253,22.1737,21.5491,21.1844,0.783303,10.9972775786902
28.3024,28.1577,27.0393,26.7857,26.6634,26.1789,0.441926,7.39170943784511
25.7263,25.6861,25.2423,24.7151,24.5376,24.4404,0.815221,8.45237532612361
26.339,26.0124,25.2116,24.3022,24.0431,24.07,0.80342,8.96917306826401
27.6765,26.5214,26.0483,25.8853,25.6121,26.3626,0.327305,7.05771934165142
20.1887,18.4493,17.3772,16.8406,16.484,16.2073,0.110743,11.0318001625794
23.1572,21.6242,20.5102,20.0596,19.8198,19.5973,0.192793,10.0438100974747
29.1407,28.1823,27.1179,26.5063,25.797,25.4463,1.04165,9.09692043595055
26.9071,25.6623,23.2052,22.0646,21.1264,20.7116,0.936262,11.4934287717286
28.4379,27.9699,25.9258,24.7303,23.9291,23.6084,0.825408,10.0152046225332
27.8116,27.4893,27.3557,26.9834,26.7694,26.4997,1.11553,8.0365929687812
26.4059,25.6045,25.0155,24.7343,24.5599,24.7133,0.229983,7.53318463949943
28.0334,27.5989,27.4009,26.9811,26.4754,26.7076,0.783668,7.37859955574528
27.2708,26.8277,26.2883,25.5534,25.4921,25.3706,0.781041,8.49294886823465
27.257,26.6484,24.9509,23.8365,23.0907,22.7238,0.839371,10.3169574002281
29.5706,28.3803,27.916,26.9422,26.4886,25.8344,0.935523,8.27192984992551
28.1357,27.4886,26.6222,25.5515,25.2437,25.4454,0.738701,8.63330076533963
26.9314,27.5177,27.005,26.6626,26.535,27.6525,0.89122,8.19653265225306
27.7246,26.714,26.2732,26.3355,26.3692,26.2553,0.290152,6.92942096944822
27.5737,26.5211,25.8273,24.8712,24.529,24.3424,0.759231,9.16518792058177
26.3355,25.5732,24.7405,24.4438,24.1151,24.0249,0.296567,8.09489717805458
25.573,25.7271,25.4576,25.3954,25.1915,25.6761,1.8627,9.10610586652758
27.9681,26.09,24.6246,23.8095,23.3062,22.9468,0.45691,9.78277566456275
99,27.8219,26.9842,26.3849,25.8012,26.2357,0.458845,8.09139257968918
26.726,25.5925,23.9316,22.7826,21.8898,21.1564,1.13655,11.3198989379677
29.1418,28.4725,28.3896,26.8346,27.5147,26.6874,0.73306,7.56356532560694
26.3088,26.6606,26.6075,26.5509,26.4841,27.1065,0.632977,6.85411588245151
25.4196,24.405,23.2834,22.9776,22.6533,22.652,0.359243,8.89974501395435
28.46,27.0146,26.1517,25.473,25.2113,25.6761,0.890663,8.62390334147371
28.8204,99,27.6575,26.5083,26.9167,26.6781,0.630585,8.14725264188536
25.4163,24.6864,23.8872,23.7146,23.4775,23.4722,0.378347,8.30539866627012
29.1139,27.1947,26.2187,25.7385,25.6126,25.349,0.623311,7.8820524201911
28.2652,28.4381,26.5614,24.8277,23.9956,23.0373,1.32439,11.2608628957741
25.9167,25.8289,25.3133,24.7599,24.3437,23.9329,1.00155,9.18126032754882
22.9897,22.5113,21.516,20.7605,20.5122,20.2647,0.658745,10.5113846382979
26.6141,24.548,23.0186,22.0638,21.7068,21.4656,0.580463,10.3544273171136
21.0613,20.3381,19.7333,19.5161,19.3271,19.2565,0.263174,9.69744556408962
28.3421,27.5611,26.9942,26.5484,25.8229,24.9643,1.58607,10.2626859723974
27.4426,27.1869,26.9013,26.8744,26.6083,25.731,0.344351,6.89961752899222
26.6822,26.9789,27.0017,26.9163,26.4684,26.4532,1.71264,8.86217432939067
28.1937,28.0977,26.998,26.5181,26.3256,25.908,0.62771,7.73567393674719
24.0617,23.7763,23.0078,22.7492,22.6381,22.3448,0.476998,8.87898227110491
26.1377,25.782,25.4974,25.0268,24.8919,24.1416,1.64878,9.80685193173757
24.9396,24.4581,23.7081,23.4626,23.245,23.1112,0.38645,8.56104649681227
28.4387,27.0043,25.9674,25.6649,25.6605,25.259,0.389043,7.97280663412901
24.5308,23.8004,22.7307,22.3636,22.1263,21.9925,0.409605,9.28489523684707
27.4549,27.4836,26.1111,25.2313,24.9901,24.9449,0.694014,8.75473199688204
26.2067,26.5217,26.2897,25.7309,25.5769,25.0152,0.659898,8.61659208031745
26.8035,27.0937,26.6861,26.0469,25.7312,25.7463,0.796079,7.85292016462148
26.2468,25.44,24.7864,24.5455,24.5192,24.2986,0.229166,7.57362341852685
27.0188,27.0291,26.4664,26.1492,26.2288,25.2537,0.511853,7.36113830616621
27.503,27.2236,26.8336,26.7326,25.9665,25.5498,1.40274,8.82908367453058
27.0186,26.0321,24.6068,24.1755,23.873,23.8915,0.315534,8.64719316934547
27.624,27.4533,26.6008,26.303,25.7917,26.733,0.529434,7.5532396003157
27.9608,27.4121,26.8973,26.4207,25.5731,25.1514,1.19445,9.1082131161956
99,26.7871,26.0649,25.5308,25.2954,25.196,0.56325,8.05931723531178
27.1227,26.6265,26.1823,25.5761,25.4988,24.8867,0.810846,8.44992403585445
28.2449,26.9614,25.8231,25.6383,25.261,25.0176,0.377585,7.76770265853077
25.1185,23.7713,22.3606,21.8923,21.5332,21.3708,0.391449,9.73646423099695
28.1172,26.7108,26.196,26.019,25.7273,25.8111,0.29725,7.02978947083186
26.1082,26.2548,26.2736,26.0203,26.0092,25.0854,1.35733,8.62210102951298
29.8087,25.9173,25.0969,24.6704,24.5367,24.4246,0.57994,8.32427833874281
24.7244,24.372,23.5754,23.3723,23.2815,23.2144,0.418958,8.38595285596651
28.6479,28.0293,27.2829,26.5824,26.748,26.4468,0.413125,7.40708653673549
25.8163,25.4824,24.9684,24.3642,23.756,23.0633,1.25606,10.3513788126591
99,30.0548,28.4266,26.9198,26.3694,25.5937,1.7138,10.544541787275
25.2628,24.9763,24.4503,23.9337,23.8119,23.7448,0.676743,8.7028043513244
27.7439,27.4081,26.7274,25.6972,25.6176,24.8339,0.8536,8.62425321068154
26.4055,24.9761,24.0119,23.566,23.4385,23.261,0.213863,8.42167136888208
22.8603,21.907,20.63,20.1504,19.8809,19.5394,0.480189,10.4466505410336
26.1967,25.317,24.3957,23.7999,23.6632,23.5829,0.606191,8.89361697309781
24.6587,23.9043,23.1211,22.4017,22.2437,22.1262,0.711868,9.4754445407685
30.4139,27.681,27.1488,26.8307,27.2794,28.1784,0.371344,7.09492859138163
27.3809,26.475,25.082,24.6452,24.3913,24.2742,0.485544,8.49792020273777
28.0155,28.1735,26.4495,25.3863,24.4472,23.7073,1.1258,10.3651284199619
27.5941,26.6476,25.8557,25.5675,25.3502,25.6832,0.393578,7.71885695086068
30.4775,28.3013,27.5265,26.9847,27.0601,26.2716,0.863941,7.84945196930585
24.9017,23.8257,22.4745,21.8515,21.4851,21.2204,0.449221,10.0726248249515
30.0725,28.2868,26.8632,26.2216,26.0764,26.6354,0.642235,7.90430864307506
28.9569,29.007,28.2112,26.9754,26.9032,25.4542,1.52001,9.95148080262026
26.5627,24.8011,23.2319,22.458,22.0926,21.7887,0.489585,10.0834918698338
27.0943,27.2002,26.3585,25.7584,25.6533,25.3107,0.63936,8.10482840365366
26.1898,25.8853,25.7296,25.2003,24.8546,24.0338,1.36021,9.72090977725846
27.2251,27.0362,26.6484,26.094,25.7893,25.158,1.73145,9.70793619167622
99,29.1846,27.066,26.6019,26.2043,26.3406,0.527143,7.3448204616138
28.5821,27.7085,27.2016,25.8588,25.078,24.644,1.19592,10.0430123433327
25.1172,24.6553,23.9688,23.7752,23.587,23.5809,0.31399,8.1220749145475
26.8236,25.9747,24.7476,23.884,23.5782,23.3665,0.596992,9.53598616044749
23.5349,22.1573,20.7388,20.1878,19.7649,19.5237,0.357899,10.5829753326532
27.1348,27.0106,26.8767,26.6303,26.3445,27.7823,0.648155,7.01740483621833
99,28.0246,27.1497,26.4978,26.5395,26.4136,0.571053,7.54520812068653
26.3652,25.8641,25.1506,24.7954,24.6551,24.7301,0.569875,8.24515225128913
25.6753,25.0615,24.1929,23.2699,22.9258,22.85,0.82963,9.56091044300764
24.1771,21.9173,20.2683,19.5265,19.1725,18.9383,0.447007,11.2446184831243
25.7092,25.3398,24.6919,24.4969,24.3968,24.5927,0.349409,7.78925345798893
28.0317,28.4753,28.0363,26.9861,27.4611,26.8392,0.480407,7.51128161346714
29.3185,27.859,27.0279,26.8,25.9731,26.4162,0.719565,8.06694430794077
28.7033,26.749,26.0364,25.2872,24.9554,25.0466,0.895522,8.73473184078487
26.8829,26.9834,26.2511,25.6537,25.0317,24.5692,1.03506,8.96528215333138
30.5763,28.209,27.5014,26.4315,25.5106,24.9548,1.18752,9.53875590826621
27.9145,27.6409,27.1391,26.7702,26.6712,25.9964,0.874349,7.55961101277913
25.0311,24.2706,23.1353,22.8026,22.5562,22.4566,0.413947,9.06943498024897
28.1721,25.5521,23.817,22.6495,22.1763,21.7681,0.590421,10.5949877777256
29.2281,27.3846,26.1226,25.4897,25.3775,25.1651,0.625675,8.37152778599768
25.0881,24.4932,23.4349,22.9169,22.7472,22.4989,0.547954,9.24304301202344
27.5815,27.6226,26.6597,26.1142,25.2175,25.2736,1.04821,9.330831631437
28.1653,27.2468,26.444,26.1609,25.824,26.6811,0.331477,7.33270501471
27.9687,27.2549,26.3511,25.0103,24.3464,23.4582,1.35902,10.8082980932494
28.6668,27.9978,27.1992,26.4219,25.7112,24.8017,1.21413,9.49832709802617
27.579,27.8111,27.0853,26.306,25.8856,25.7384,0.799033,8.42652590025769
27.8222,28.0746,27.3711,26.728,26.3963,29.0416,0.938333,8.13120149002623
22.3166,21.3745,20.1864,19.697,19.3207,19.0938,0.340249,10.552116786629
27.8969,27.6763,27.0582,26.7597,26.7436,25.9126,0.509129,7.44592941318945
28.6263,27.3381,26.5298,26.3779,25.8498,25.6153,0.348254,7.61428012182266
28.0216,29.3666,27.577,26.8718,25.7927,24.5397,1.54208,10.4489164614035
27.2884,27.064,26.8725,26.7845,26.654,26.7717,0.664668,7.01780519606368
25.7013,25.2483,24.6004,24.5164,24.2986,24.3709,0.367974,7.87082394930397
27.7835,26.8953,26.0771,25.9243,25.6913,26.4012,0.422297,7.37707483288212
30.8224,26.9436,26.5674,26.2355,26.0121,28.01,0.307266,7.00175966588702
26.7386,25.9884,25.2791,24.8744,24.6834,24.8945,0.43732,8.04371585806121
28.8783,27.3339,25.59,24.2906,23.6312,23.4086,0.786139,10.0492529199318
25.5925,25.0528,24.1621,23.9067,23.7167,23.6108,0.451156,8.4898361851207
99,27.954,27.4816,26.1998,25.7576,25.9682,0.823133,8.08874190560751
24.8522,24.2792,23.5437,22.8719,22.5325,22.4321,0.911142,9.56435117537615
27.1711,26.9277,26.2482,25.8208,24.8417,24.4733,1.11233,9.38063447253994
27.9011,27.483,26.9548,26.087,25.7023,25.705,0.792504,8.29042863832244
26.1809,26.1768,26.0732,26.0776,26.0515,24.9505,1.7989,9.52321692897629
27.4244,26.9696,26.1855,25.7513,25.6825,25.1956,0.242197,7.29959445392492
25.5053,25.0867,24.6053,24.506,24.448,24.3452,0.351498,7.6409224641066
26.6781,26.0984,25.3081,25.0501,24.9471,24.8067,0.413543,7.9798187003266
26.461,25.1289,23.9865,23.5534,23.2908,23.0329,0.302957,8.83622914297279
27.0973,27.7516,27.2871,26.4484,26.5341,26.0123,0.825902,8.10540457876293
30.3111,28.3394,27.5911,26.8693,26.8749,26.0382,0.792778,8.60343452734524
27.0165,26.7298,25.6601,24.9252,24.2643,24.1001,0.981674,9.03978281547627
25.3748,24.4287,23.2848,22.7268,22.4367,22.1968,0.472513,9.53093059359265
28.2153,28.7375,27.6355,26.8605,26.1347,26.4556,1.21509,8.37008357894137
29.4165,27.2251,26.8529,26.6558,27.2305,25.778,0.915385,7.61968590517679
27.1376,26.8782,26.6273,26.1733,25.6094,25.6283,1.48708,9.46715804103806
25.1437,25.075,24.8089,24.6911,24.7286,24.2621,0.489399,7.59242326894264
26.4445,26.3087,25.5138,24.9654,24.3644,23.9304,1.19097,9.47375841050928
27.8521,28.0192,26.9863,26.3949,26.7091,26.7469,0.601649,7.89276223461582
27.3334,26.7535,26.1686,25.9958,26.0499,26.4474,0.574092,7.40311022157981
29.6876,28.8507,26.9643,26.0071,24.952,24.1168,1.33033,10.9154694856069
28.2331,28.1064,27.0939,26.5595,26.5435,25.2049,1.53552,9.0367406479451
28.1235,27.9651,26.4697,25.66,24.9,24.7227,0.973711,9.36596694218444
30.9169,27.758,26.9873,26.5861,26.0787,26.2124,0.699599,7.66396839102227
26.95,27.0917,26.7935,26.1749,26.0774,25.598,0.657006,7.58425204888587
27.4589,26.0982,25.2419,24.9698,24.9343,24.6241,0.355043,7.79834535826344
26.224,26.0925,25.8382,25.2188,24.5156,24.0585,1.03679,10.0602104017985
29.735,27.2943,26.5858,25.665,25.593,25.5148,0.696511,8.31029174945524
27.931,26.6806,25.6676,25.2774,24.978,24.903,0.372912,8.02907519723595
27.0873,26.7469,25.9224,25.4968,25.4799,25.228,0.464391,7.85263550665112
27.879,27.5774,27.2048,26.8125,26.5286,26.3094,0.442667,6.96717201777267
27.1971,26.4616,25.734,25.4605,25.3131,25.0206,0.255105,7.32353053704853
28.1247,28.3339,27.8938,26.8937,26.9281,26.0301,0.761562,7.83251657665888
27.178,25.9153,24.928,24.6311,24.3219,24.4356,0.387084,8.27123968012854
28.9264,27.5274,26.2949,25.3998,25.0436,24.6861,0.737542,8.85950696070841
27.7901,26.6436,25.697,24.8652,24.3006,24.0343,0.942159,9.37288807931006
27.039,26.529,26.0001,25.6823,26.0017,26.2737,0.472481,7.44402604898906
27.2144,27.5402,27.2549,26.1337,25.9024,25.1536,1.22754,9.59151203385823
26.6082,25.7746,24.4705,23.4393,23.1154,22.8,0.698173,9.70576624156153
27.6422,27.0343,26.2722,25.5894,25.5575,24.9185,0.753328,8.31475177371504
27.8592,27.0072,26.6354,26.433,25.7989,25.4522,1.1094,8.16646267730752
99,27.6263,26.6853,26.2985,25.4562,24.9721,1.195,8.86278828955035
26.8467,26.196,25.0516,23.9686,23.2094,22.3767,1.23227,11.0361895887542
28.2567,28.0483,27.0357,26.4225,25.931,25.3203,0.835171,8.13376238478735
27.3444,27.2525,26.5375,26.114,25.8505,25.9836,0.451293,7.68644678260137
28.1176,27.9743,26.8722,26.0888,25.3294,24.8437,0.914109,8.52523274457531
22.7145,21.9456,21.5563,21.2858,21.2354,21.1254,0.137757,8.30439573093415
27.2339,26.3634,24.1731,23.0715,22.1214,21.6935,0.963894,11.0791631500672
26.3098,25.7654,25.0985,24.6889,24.6376,24.5569,0.590375,8.28257906642994
26.2368,25.7188,24.8309,23.8759,22.9383,22.2731,1.20643,10.6514204935008
24.6688,24.0108,22.9856,22.5397,22.2734,22.1133,0.380487,9.38060373889095
26.7824,26.5731,25.661,25.158,24.9205,24.7331,0.542015,8.29568802589258
26.4864,26.2103,25.256,24.5171,23.7337,23.1823,1.21884,10.2496874278053
27.1038,24.8667,23.1394,21.9155,21.4547,21.0783,0.680667,10.8715349914941
27.6696,27.4671,26.9038,26.7197,26.3217,26.8249,0.64369,7.62077296954139
28.796,30.2244,27.5988,26.8227,26.247,25.9664,0.722845,8.08898611894791
26.5717,26.6563,26.7655,26.5067,26.7723,26.1259,0.818603,6.99077736844693
31.4937,27.8703,27.5151,26.5801,26.0072,25.1157,1.50234,9.45770329991588
29.0396,28.7695,27.8126,26.9809,27.6516,27.0946,0.433338,7.04606573023069
25.5717,25.1243,24.4831,23.6669,23.3425,23.1624,0.862306,9.37684876222639
27.2014,26.9668,26.7481,26.3139,25.564,25.9524,1.01435,8.65596588022659
27.4141,26.931,26.3764,25.9841,25.8048,25.537,0.617233,7.77375281144626
29.8976,27.625,27.8421,26.614,26.0647,25.7003,1.62277,9.72716698445041
27.3494,26.8572,26.6637,25.9268,25.5018,24.8878,1.37118,10.1274449704834
30.4494,29.059,28.0304,26.2861,25.366,24.3168,1.43699,10.6973496727519
26.0446,25.8673,25.7603,25.2364,24.906,24.8245,0.992159,8.82544039926484
29.8706,28.3756,27.4065,26.8216,27.0724,27.6596,0.577736,7.30667802421
27.3277,26.3049,25.8092,25.0824,24.5885,23.5538,1.48632,10.2137726807585
27.2907,27.6152,27.0422,26.5181,26.1724,26.74,0.81834,8.07211381451869
28.2034,27.5447,26.5143,26.3089,25.8626,25.6934,0.413669,7.77464468061902
26.5397,24.9485,23.4599,22.9603,22.71,22.5575,0.443988,9.32786344470195
28.4972,27.3509,27.9676,26.9225,26.5955,25.966,1.09782,8.05370445227184
26.8906,26.6766,25.7752,24.9969,24.7545,24.3967,0.704823,8.72276961835804
28.6624,27.1617,26.841,26.7257,26.393,25.2146,1.41801,9.07527316009194
26.7909,26.3492,25.4766,24.8579,24.7223,24.3614,0.614959,8.50412002293032
27.4583,26.3502,25.1335,24.4318,24.089,23.7929,0.544415,9.12348576522354
29.8043,29.1726,27.7678,25.7911,25.0274,24.0165,1.4757,10.8445740890221
26.4519,26.1594,25.6475,25.2403,25.093,24.7635,0.714451,8.16173325499013
27.5217,26.8674,26.7741,26.8244,26.5938,26.0538,1.73418,8.67649607500708
30.2908,30.1706,30.4408,26.7576,26.0403,25.3991,1.70426,10.7333601953163
27.2646,27.1811,25.5711,24.3164,23.5933,23.2355,0.917157,10.2652424686338
28.3887,27.7697,26.8823,26.6363,27.0702,26.583,0.517309,7.42117270848644
27.3013,26.8937,25.56,25.126,24.9103,24.5248,0.475748,8.35180017070975
27.2517,26.4604,26.4314,25.8083,25.4975,24.623,1.49578,9.35704057555029
99,27.2772,26.4077,24.526,23.6259,22.8888,1.51204,11.514831876884
99,28.2291,27.6527,26.771,26.644,25.4613,0.379736,7.51615445556689
28.0942,26.9306,26.2486,25.634,25.4535,25.294,0.720664,8.07801432286479
99,27.1182,26.3801,26.4096,26.0954,26.1703,0.339405,7.08639898660874
22.2632,21.0918,19.8435,19.3468,19.0465,18.8075,0.334035,10.7127321760809
25.962,25.3759,24.9546,24.6661,24.6231,24.5651,0.216166,7.14758049068655
29.1449,27.6811,27.1116,26.2689,25.4157,25.353,1.70299,9.72233359620471
27.4907,26.9604,26.4105,25.6265,24.9978,24.4899,1.41282,9.74612021326234
27.3967,27.7785,27.1884,26.6259,26.2015,25.8494,0.654572,7.68366920126995
26.382,25.5395,24.4782,23.5448,23.2943,23.1039,0.746396,9.35613680812929
29.4898,28.2492,27.6014,26.8436,27.7698,25.6452,1.38956,8.95961943045149
99,27.4618,26.9021,26.8049,26.1381,26.1964,0.440635,7.11923608816627
27.0992,26.9218,25.7368,24.579,24.0828,23.6871,0.859884,9.76810063457895
25.7006,25.5477,25.3345,25.1052,24.7613,24.468,1.34364,9.4638795569901
24.0131,23.5595,22.4407,21.8331,21.5331,21.0808,0.53513,10.0335885952532
25.84,25.764,24.989,24.1275,23.8783,23.9334,0.760425,8.84767998570862
26.6537,26.6809,26.3581,25.7893,25.6927,25.2556,0.872936,8.23583638379628
99,27.9133,26.9568,26.1168,25.2801,24.5927,1.09753,9.95933766143336
29.3382,29.1237,27.2044,26.0919,25.1591,24.6329,1.18217,10.1178709372294
24.7928,24.3958,23.4647,22.9836,22.73,22.3777,0.524491,9.30169179025867
26.1689,26.1103,25.9474,25.5918,25.3775,24.5399,1.3703,9.31904773287293
28.051,27.5432,26.5855,26.4026,26.1756,25.8173,0.341493,7.36799477712187
29.0523,26.5257,25.1534,24.356,23.9793,23.6345,0.545679,9.22581566328958
25.622,25.2937,25.0061,24.4409,23.805,23.2141,1.27817,10.527352740303
27.2188,27.8303,27.5307,26.6419,26.3766,25.5763,0.983874,8.1737193363616
28.1253,27.5309,26.8705,26.4849,25.7456,25.5732,1.34052,8.98378545416591
26.1421,25.53,24.7988,24.0616,23.5926,22.8232,1.36354,10.1676982831875
25.4618,24.9775,23.5074,22.3673,21.6987,21.444,0.904448,10.6926574797644
29.0303,27.8228,26.3714,26.0942,25.4078,25.0937,0.368774,8.19144542505336
28.2938,26.9696,26.6548,26.0307,25.4053,24.5414,1.29342,10.0607091696271
27.8845,27.8326,26.9135,25.8078,25.4195,25.3163,0.742546,8.87184720162216
25.8907,24.9662,24.208,23.8394,23.7037,23.4872,0.565703,8.64738003568253
26.8351,27.7583,26.8179,26.42,26.1776,26.8973,0.471374,6.9625071324485
27.664,27.0561,26.5374,26.0465,25.868,26.0945,0.569565,7.79879078464473
25.9159,25.1324,24.4569,24.2606,24.0333,23.9977,0.307061,7.87855051773143
28.2641,28.1514,27.3431,26.7109,26.5383,26.1525,0.558315,7.31244817692211
27.5124,27.8328,26.7554,26.3056,25.8341,25.6202,0.384786,7.87000220201751
99,28.9039,27.2926,26.1005,25.2957,24.4173,1.32886,10.3084918472416
26.4618,25.8142,25.4906,25.2895,25.495,25.8866,0.184263,6.6374737183609
26.4319,24.3424,22.7574,21.7524,21.3667,21.0798,0.559204,10.613000949692
24.9951,25.0918,24.5995,24.3841,24.3758,24.1368,0.550952,7.98468884984638
27.0702,27.3704,27.2394,26.9463,26.1922,25.4521,1.15187,8.3251111460471
27.438,27.3038,26.4117,26.0193,25.7788,25.3245,0.512822,7.68629477599923
30.1589,28.5561,27.5146,26.955,25.832,25.3956,1.08574,9.45918132105668
28.4107,29.0118,27.1566,26.5703,26.4628,26.601,0.643013,7.82755858934903
99,27.6872,26.6738,26.2112,25.9386,25.8403,0.520117,8.28724171117835
27.2386,26.8795,26.0675,25.6524,25.5827,25.8052,0.523473,7.74471846147752
27.9332,28.0446,27.243,26.9617,26.4567,25.7395,0.476714,7.21718114858851
24.877,24.6204,24.0477,23.7869,23.7714,23.2893,0.529071,8.35823379774044
32.5812,26.2316,24.6948,24.0224,23.642,23.2529,0.48126,9.33617745078373
26.403,25.9266,25.6493,25.1314,25.0277,24.3379,1.51949,9.5501427090794
