u,g,r,i,z,y,redshift,mstar
25.0611,24.2325,23.0461,22.6794,22.5632,22.0676,0.5065,9.04766030305651
28.657,27.3804,26.6009,25.1837,24.4965,23.6292,1.32176,10.5477525594955
27.0368,25.9472,25.2579,24.9793,24.7868,24.7053,0.257541,7.56583365666603
26.9728,26.8563,27.3454,26.8404,26.9301,26.804,1.14309,7.55671006373261
27.819,26.3704,25.4573,24.7723,24.5207,24.1985,0.588013,8.84145833316131
26.5551,25.703,25.1905,24.5927,24.4146,24.2023,0.718156,8.59404652408245
28.0088,27.1114,26.1486,25.2539,24.6243,24.2458,0.928548,9.50859839266879
26.7497,26.1741,25.5089,24.926,24.8409,24.5551,0.607929,8.48786630469142
27.6846,28.6261,28.1006,26.9648,27.3426,26.3146,1.11357,8.17673353971836
99,28.0717,27.8732,26.9425,26.7988,27.6196,0.700304,7.3635593349461
99,27.9258,27.7127,26.8954,27.0026,26.093,0.925651,8.00984166996131
27.3579,27.7107,27.0519,26.9311,26.2859,26.1339,0.617532,7.44317533720545
27.8831,27.4577,26.4352,25.7705,25.7696,25.9864,0.620611,8.006264893796
26.5141,26.52,26.5494,26.0863,25.6823,25.9336,0.993633,7.99897864220709
26.2739,25.9726,25.2989,24.6291,24.4357,24.1356,0.701977,8.83236135525157
99,29.8854,27.757,26.6769,26.1184,24.9092,1.11188,9.68066722757826
25.4898,24.8149,23.8312,23.2399,23.0725,23.0081,0.616965,9.12042585102646
26.1286,25.5386,24.7552,23.8476,23.3012,23.0962,0.839927,9.84221532564975
26.3345,25.8712,24.7249,24.2468,24.0734,23.6473,0.52302,8.65379407881948
28.3654,27.9141,27.1245,25.688,25.0144,25.1525,0.857616,9.34213832227019
26.2751,25.37,24.8502,24.5156,24.4391,24.2349,0.161293,7.32416100052274
28.2113,27.7556,26.7998,26.5978,26.3148,26.1569,1.77727,9.74687462877974
28.8066,26.6999,26.1328,25.5865,25.2282,25.2809,1.79139,9.9420735645057
29.6382,27.4426,26.0529,25.443,25.2083,24.8923,0.449198,8.5034461059453
27.4655,27.2395,26.4526,26.0388,25.7723,25.9538,0.316312,7.31174962401575
25.1339,25.0387,24.8789,24.551,24.4958,24.597,0.822581,8.35552048069154
28.4295,27.3983,27.4821,26.8459,26.4088,26.4547,1.03306,8.24007975688754
25.3947,25.481,24.6179,23.6865,22.6855,21.964,1.0755,11.3276919361011
28.0733,32.6987,27.6536,26.6437,27.181,27.0254,0.418054,7.74605163585556
27.7943,27.1243,26.4513,26.1579,26.2605,25.8518,0.347114,7.1700709360564
25.7892,25.8868,25.4402,24.9928,24.3122,23.8616,1.76353,10.9901145446071
26.4458,26.1136,25.5099,24.7762,24.3587,23.7508,1.57921,10.1263911916166
26.9055,25.8442,24.6942,24.2817,24.1128,23.7086,0.494975,8.56917837455607
27.0308,26.7947,26.82,26.9316,26.4233,26.6859,1.85747,8.93588396119451
26.337,25.7859,24.5862,23.6712,22.813,22.2212,1.10684,10.7604812901527
28.9542,29.4227,27.9405,26.9241,28.3161,26.2365,0.452862,7.52692698666235
27.0068,26.7096,26.0693,25.9885,26.2587,26.8084,0.300021,7.14428146609208
26.674,26.6658,25.432,24.6274,23.7627,23.144,1.0572,10.3265468112522
28.1835,30.744,27.9164,26.8081,28.744,26.4632,0.779191,7.86229420921505
36.5994,28.8127,27.1447,26.7298,26.4519,25.5643,0.379881,7.62038593673088
25.6685,25.3824,24.7235,24.027,23.8094,23.6858,0.714079,9.03556180766719
28.0611,27.5681,26.8363,26.5104,26.6239,25.9246,0.529454,7.76392190976398
27.1386,26.4892,26.4273,26.321,26.4472,25.3354,1.29945,8.42346050985996
99,28.2415,26.0986,24.6385,23.7891,22.8619,1.22639,11.0856615506072
99,29.5627,27.7035,26.8156,26.1757,26.7358,0.64468,8.39653235291121
99,27.4976,27.6126,26.9115,25.979,25.5899,1.75282,10.5100219334523
26.2303,25.3642,24.4969,24.3358,24.1548,24.1987,0.432307,8.1530492220196
29.8064,28.1529,27.016,26.6633,26.381,25.8132,0.385362,7.44506684015349
25.7598,25.0348,24.293,24.0895,23.8501,23.8675,0.302776,8.0820597439196
29.38,26.8688,25.4283,24.2682,23.8455,23.5394,0.697675,9.8586232058266
27.4156,26.7373,26.5203,25.8519,25.5798,24.8072,1.49523,9.49904341023209
26.9434,26.7724,26.8138,26.9866,26.4748,31.0643,1.31755,7.62137675902489
26.9477,25.8541,25.5093,25.363,25.3396,25.3419,0.237063,6.98709039843176
30.3081,27.0918,26.5554,25.8911,26.0462,24.7917,1.54712,9.50813362342842
99,27.4942,26.4842,26.0044,26.1286,25.8092,0.633133,7.97545065050662
30.3031,29.0191,28.127,26.9089,27.0548,28.416,0.683206,7.85016205474934
27.8308,27.3184,27.1748,26.4691,26.9254,26.0683,1.42141,9.0041622466553
29.8766,28.3784,27.7181,26.9478,26.6132,27.2,0.783867,8.12812451641747
28.1656,27.1846,26.3002,25.6424,25.0494,24.7059,1.65187,9.89194702885414
24.4131,24.3482,24.3678,24.2731,24.0661,24.2489,1.07242,8.46412723588258
26.6328,26.362,26.3012,26.2005,25.8406,26.8342,1.03691,7.68205206780471
28.3027,28.3768,26.19,24.7998,24.2236,23.9651,0.844308,9.93204991785797
27.1483,26.6649,25.0983,23.9708,23.3131,22.9808,0.793032,10.2186378963184
28.2057,27.7235,26.4198,25.5227,25.3096,25.0549,0.686091,8.37423128286974
27.6115,27.5055,27.3914,26.84,26.1955,25.824,1.10749,8.37425146354171
28.6779,28.0798,27.143,26.7851,26.32,25.7134,0.753918,7.85756526413941
27.2615,27.3945,26.817,26.9199,27.255,26.3751,0.480858,6.59579813890728
26.6846,26.5382,25.8069,25.4025,25.1495,25.2083,0.585592,8.17291803060996
26.8545,25.8267,24.8315,24.3716,24.2858,24.1,0.571058,8.50361638572345
28.7134,26.5398,25.116,23.9814,23.1413,22.8511,0.932282,10.418225034449
27.3175,27.0568,26.9743,26.4947,26.4452,25.2919,1.39358,9.0145919352699
26.6669,26.2702,25.4681,24.6542,24.0931,23.7319,0.952007,9.62366167430435
29.1118,28.1692,27.2673,26.5756,26.3754,26.4579,0.835408,8.22368280573255
27.0063,26.5959,26.4443,26.6743,26.5181,25.5585,1.99493,8.67131264636574
27.129,26.7449,25.6534,24.822,24.4781,24.254,0.559972,9.01968943016535
27.2507,26.8999,26.0353,25.8389,25.6558,25.1747,0.339852,7.50331255989367
27.8037,27.1087,26.1012,25.9494,25.6231,24.9649,0.381683,7.49465541415686
26.6319,26.4979,25.644,25.4318,25.3182,25.6292,0.353865,7.47430661124811
22.5242,20.7658,19.3305,18.7702,18.4741,18.2062,0.312904,11.1100001511331
27.7049,26.6266,26.885,26.4985,26.4392,26.2593,0.735562,6.76104934505037
27.7859,27.3391,26.1834,25.5858,25.5176,25.5471,0.596691,8.39947642738721
27.4769,26.6697,25.9078,25.2779,24.5733,24.2249,1.09752,9.5745451682252
99,28.0347,27.0486,25.7904,25.4223,24.7444,0.730964,9.13482710604228
29.7696,27.2312,27.0797,26.5567,25.7817,25.3031,1.29234,9.16249868986894
26.2248,25.6946,25.2207,24.5845,24.446,24.1687,0.792243,8.64949355168941
28.6437,27.3225,26.5719,25.9092,25.9011,25.5069,0.548137,7.74364771362727
25.4366,24.5938,23.2829,22.6096,22.2605,21.894,0.497621,9.86602254554995
27.8891,27.1733,26.8145,26.6239,25.9783,25.8096,0.919474,8.20842791890142
25.044,24.4778,23.7217,23.4862,23.2747,23.1469,0.31738,8.39177992331861
24.918,24.7928,24.2226,23.4208,22.9983,22.7665,0.748318,9.89283394398991
27.4058,27.5528,26.4511,25.5051,25.1109,25.0126,0.88942,8.93031775093784
26.6955,26.2879,25.4608,24.8547,24.053,23.7795,1.14984,9.47921961023475
26.2148,25.103,23.9587,23.4738,23.2408,22.9226,0.523179,9.02340062962841
27.3753,27.1136,26.3185,26.1477,25.8997,27.5709,0.446543,7.49270592424587
27.0507,26.6969,26.0685,25.2863,24.6903,24.1056,0.959412,9.62410256410126
27.2325,27.1374,26.2075,25.9763,26.0516,25.6579,0.503749,7.58054294772155
25.1608,24.5667,23.5008,23.1752,23.0514,22.6241,0.487883,8.83971744042401
27.437,26.3992,24.8882,23.798,23.0424,22.678,0.924761,10.3284529991207
99,29.2265,27.3219,26.5312,26.4069,26.0273,0.637475,8.57058496634664
27.1992,26.3015,25.4694,24.8639,24.8392,24.5052,0.56805,8.51592150756355
26.2587,26.0198,25.3334,24.4914,24.02,23.8132,0.950963,9.3273691529598
25.887,23.9202,22.2734,21.0752,20.6439,20.2583,0.659102,11.1547951104002
25.1839,23.7946,22.5292,22.0658,21.7714,21.5774,0.303141,9.52157477479369
27.8218,27.0162,26.4389,26.2663,26.8177,26.1445,0.315312,6.89579810911149
26.7155,26.3047,25.5703,25.2913,25.0706,25.2439,0.403808,7.82963692581774
27.5159,27.3034,26.9328,26.4292,26.3312,25.0543,1.23384,9.11775504899103
27.5788,27.8846,27.3547,26.7977,26.8253,26.1129,1.52747,9.0121536218661
25.5,25.2819,25.2069,25.0546,24.5471,24.4567,1.23779,8.88081130651435
26.7152,26.0657,25.3665,25.1553,25.0684,24.6335,0.48592,7.80173290804858
27.4725,28.333,26.3852,25.291,24.3312,23.4862,1.13807,10.3760766829441
28.178,26.8639,25.9215,24.9332,24.3693,24.1524,0.800515,9.36540748319451
28.2901,28.0286,27.3156,25.2917,23.9877,23.3264,1.69373,11.6502774032308
28.1204,27.8016,26.666,25.6505,24.7231,23.7679,1.27579,10.6521544426935
27.7601,26.6697,25.9285,25.4102,25.4719,25.7866,0.238905,7.64056093440464
27.1756,27.0391,26.3373,25.9118,26.0305,26.009,0.566071,8.04079215413891
29.8691,27.9739,26.9562,25.0912,24.2411,23.2386,1.46292,11.1555242921672
26.8109,27.244,26.8476,26.9622,26.8858,26.1152,1.81663,10.1397311493189
27.6618,25.7173,23.6851,22.4605,21.697,21.3313,0.815397,11.0174423856363
25.0172,23.1113,21.5463,20.8404,20.5005,20.2467,0.471909,10.5907950380885
28.9889,28.946,27.2066,25.9478,25.8038,25.8447,0.71108,8.1754596253102
29.5084,28.0917,27.6517,26.6402,26.6063,26.9687,0.494085,7.35956799595703
29.475,28.9212,27.1491,26.5735,26.3482,26.0453,0.425777,7.84782921190738
29.5688,27.6508,26.3302,25.5771,25.2618,24.8704,0.581067,8.63365425346908
28.2268,28.3461,27.7721,26.9133,26.8742,99,1.3886,8.18677275218712
27.8716,26.9561,26.0824,25.4599,24.7574,24.1584,1.30691,10.1447983017745
27.7874,27.3593,27.1035,26.5604,26.3702,27.3451,0.777838,7.66695392811906
99,28.2681,26.9402,26.2718,25.6967,26.0772,0.523871,8.3826509020168
27.8023,27.2068,26.4733,25.7364,25.014,24.9135,0.953002,8.8923812537849
25.9436,25.1873,23.9862,23.532,23.2538,23.1202,0.30762,8.87549939021794
28.4128,27.8552,27.252,26.5895,26.3364,26.8123,0.56146,7.71422243047296
26.869,26.0334,25.5492,24.8212,24.4709,24.3187,0.921094,8.95512034416409
27.2597,27.4392,27.4676,26.9178,26.4205,25.695,1.73139,9.16095747485859
26.136,25.9326,25.8359,25.956,26.1529,26.5601,0.378909,6.39705662446218
26.1316,26.4638,25.879,25.6715,25.4925,25.2664,0.391694,7.36784958042613
24.6194,22.1168,20.4924,19.5468,19.1514,18.8692,0.527036,11.4545491343308
27.2453,27.6319,26.7619,26.5957,26.37,26.0572,0.345216,6.96053356255938
27.7228,27.2199,25.7184,24.6347,24.2897,23.8483,0.696707,9.34613773016044
27.4519,26.9869,26.7787,26.5299,26.0334,25.4158,1.24125,8.87261073246307
27.2806,27.4097,26.7635,26.492,26.634,26.133,0.646044,7.67271374957001
25.948,25.9916,25.4835,24.9144,24.7566,24.5747,0.643817,8.34166990972254
26.5394,25.6025,24.6216,24.2036,24.0088,23.9137,0.432288,8.62481921586926
27.8643,27.5244,26.4793,25.6332,25.3165,25.0341,0.725311,8.49491533465876
27.5979,27.6398,26.7208,26.1116,25.9906,27.1721,0.550987,7.93203468212803
30.2029,27.1306,25.6818,24.367,23.6348,22.7262,1.23096,10.9006707554911
25.9536,25.6622,24.9037,23.9878,23.7627,23.7364,0.771698,9.06359978463084
24.8991,24.5121,23.3873,22.2354,21.6938,21.32,0.762517,10.8296671413421
24.8846,24.1211,23.6036,23.3483,23.3025,23.1213,0.199016,7.89269662962394
99,28.2888,27.0264,25.2491,24.6075,23.6268,1.41054,10.9326436948057
26.7447,26.8292,26.1674,25.6172,25.2578,24.6996,0.982382,8.80695964660353
30.4201,27.2719,26.9487,26.7279,27.4066,27.3247,0.441589,6.69158625397139
29.2886,28.7202,28.076,26.7673,26.7885,26.1022,0.602914,8.32004653238229
24.4446,24.3544,24.2404,24.0137,23.5932,23.37,1.10941,9.18257441602115
27.575,27.4265,26.3638,25.7058,24.7881,24.2389,1.07386,9.94420423963409
27.0027,26.6819,26.2694,25.6579,25.3455,25.4078,0.865812,8.87900235555949
28.2052,26.7745,26.2322,25.5468,25.4552,25.3824,0.89096,8.39927384810342
27.9521,29.8703,28.1858,26.9772,27.0212,26.2735,0.609612,7.34142067441937
27.044,26.3823,25.6847,25.5688,25.4075,25.4477,0.327727,7.46876665047676
27.0842,26.5889,25.6378,25.3665,25.0744,25.0836,0.455127,7.97241067587009
25.403,25.2084,24.7977,24.2403,23.7321,23.3108,1.65067,10.8549269728842
33.0339,27.911,27.0079,26.724,25.6689,26.0137,1.03434,8.74812675614133
27.7608,27.5907,26.7258,26.4467,26.3623,28.5529,0.410606,7.14095718922121
27.0983,26.9149,26.5892,26.1884,25.6976,25.7565,0.889431,8.05655803923205
29.2859,28.1917,27.6308,26.3352,25.8518,24.8646,1.54417,10.8887993115769
26.6523,26.3483,26.0221,25.9301,25.7258,26.3141,0.335886,6.87490952334722
27.6071,28.1629,26.9122,26.7229,26.1545,25.6528,0.669194,8.05838046670234
27.5433,27.2359,26.9022,26.7212,25.9988,25.6773,1.95242,8.92989230408336
29.7215,28.7737,27.9055,26.771,26.0397,25.5478,0.868705,8.35154701833467
28.715,28.787,28.1129,26.7327,27.1031,25.7013,0.873099,8.104869340717
29.569,28.1632,27.8329,26.8844,27.1441,26.7078,0.725276,7.29541754497549
26.8172,26.5227,26.267,26.0066,25.6532,25.4554,1.01349,8.29994943071775
27.6234,27.3614,26.2829,25.2983,24.5128,24.141,0.950765,9.76578847201234
26.9602,26.9193,26.3012,25.6491,24.9755,25.0081,1.14931,9.52913764599117
26.5685,27.286,26.6519,26.6077,25.6808,25.6486,1.15361,8.35611002946393
32.1608,28.802,26.0778,25.0539,24.1278,23.6331,1.04705,10.2447074900549
27.6074,26.7752,26.19,25.6963,25.2405,25.2224,0.980304,8.51753897385058
26.6155,26.5304,25.4697,24.7068,24.0327,23.6242,0.991656,9.8010673961095
28.123,27.8332,27.574,26.8407,26.4729,25.7434,1.32647,8.73694440349712
27.6146,27.6825,27.4386,26.6889,27.2171,26.5251,0.890961,7.50904517973209
28.3752,27.8815,27.5612,26.864,26.8314,27.2642,0.570134,7.58457431599174
99,27.6165,26.8086,26.0203,26.011,25.5493,0.79017,8.16633833094196
99,28.8851,27.4849,26.8668,26.5032,27.4207,0.533458,7.22639366301808
29.5037,28.2196,27.4842,26.5257,26.358,26.7775,0.74232,7.88061411387838
25.6557,25.27,25.0512,24.5559,24.3308,24.1307,0.924457,8.68546226750841
25.6748,24.9481,23.9159,23.1658,22.3509,22.0015,1.08483,10.3926354091952
28.081,28.5082,27.4176,26.5419,26.5124,27.1211,0.658756,7.8235374776647
24.8648,24.1345,23.6882,23.4347,23.341,23.2257,0.15945,7.64350399916504
23.879,22.7563,21.366,20.8099,20.4522,20.2191,0.421294,10.3928340772355
27.8516,26.8111,25.9164,25.7163,25.7653,25.5206,0.460903,7.71395566944979
28.6508,30.0951,27.2271,26.1322,25.1127,24.7723,1.13054,9.86427250955704
26.3375,26.0316,25.6828,25.058,24.1205,23.4238,1.20444,10.9354876163259
25.6467,25.0053,24.4105,24.2409,24.0924,24.0587,0.295465,7.81385242116935
27.1621,26.4448,25.4391,24.5785,23.8644,23.4395,0.969801,9.87198368655891
27.5413,27.5243,27.0473,26.5037,26.0075,27.0137,0.751775,8.01959811072929
27.3865,26.8059,25.9507,25.557,25.613,24.8952,0.536373,8.1700562572508
26.0583,26.0637,25.8322,25.4252,25.1338,24.3765,1.4962,9.48316777559862
23.9388,23.5694,22.7463,21.9546,21.2514,20.8951,1.00119,10.9533769188411
26.4484,25.5586,25.4144,25.1972,25.535,25.2773,0.195357,6.68973228958602
25.271,25.2205,24.8408,24.4693,23.9626,23.6121,1.21563,9.53404642345138
27.2871,26.6678,26.2638,26.0925,25.9084,25.6889,0.391495,7.14244578307728
27.1781,27.9944,27.3742,26.6907,25.9674,25.2734,1.03954,8.6876814279934
27.3001,26.1705,24.6934,23.5361,23.1069,22.774,0.707538,10.0276797907073
25.3758,23.9433,22.4416,21.8415,21.5173,21.2957,0.435638,10.035957775311
29.6927,28.1327,27.3691,25.8181,25.1275,24.2129,1.37527,10.546871960839
26.8068,25.8267,25.2846,25.1636,25.0879,25.2804,0.383123,7.54471899797987
27.5672,27.6272,27.2289,26.164,26.1536,26.2491,0.834749,8.09401318352655
24.8709,24.0654,23.4207,23.1643,22.9374,22.8613,0.288317,8.41408547804899
27.6656,26.4195,25.7061,25.3668,25.1686,25.3925,0.346848,7.70109890099445
23.5431,22.5633,21.9666,21.6875,21.6819,21.6163,0.218714,8.59433950353502
27.6963,27.7435,26.6787,25.5602,25.0013,24.634,0.779903,8.97197498236352
28.2978,26.4529,25.6834,25.4928,25.3713,24.9632,0.476697,7.72926362905437
31.7857,27.3335,26.2789,25.2424,24.8653,24.475,0.822559,8.6437832067013
26.968,26.6035,26.0717,25.6319,25.3024,25.2822,0.796456,8.10774233255184
26.0095,25.264,24.2573,23.3954,23.1235,22.9476,0.698999,9.43018797034349
30.5009,27.7948,26.986,26.7337,26.3101,26.5413,0.421459,7.42109036622739
27.0616,26.9994,26.5736,26.3431,25.9427,26.2317,0.671666,7.66192999543458
25.1049,25.0397,24.9992,25.0381,25.4666,25.4232,0.538285,7.08874544591216
27.4245,28.6127,26.889,26.4357,26.4357,25.2685,0.437825,7.43734778194637
99,28.8062,27.2369,26.3986,26.176,27.2368,0.883651,8.30036501626761
28.4017,26.7919,25.1772,24.0085,23.5637,23.1408,0.712424,9.91931976494168
27.3649,26.0261,23.7635,22.5436,21.6614,21.2614,0.869482,11.2519227908058
28.7739,28.2183,26.8083,25.8676,25.7616,25.1338,0.640255,8.67072442679916
28.3351,28.0069,27.9401,26.82,26.5586,27.5162,0.608542,7.25115621465091
27.0941,26.5701,26.426,26.2546,26.765,25.7308,0.549125,6.98640802828218
28.1531,27.4442,27.0948,26.8892,26.7886,25.9979,0.403948,7.02786719030283
21.0456,20.4077,20.2008,20.0837,20.0916,20.0343,0.05112,7.74889163421718
27.2612,27.1589,26.211,25.8295,25.6179,25.3424,0.583908,7.92116917504723
29.319,28.4615,28.3575,26.8019,25.6226,25,1.69736,10.9848098503672
26.0669,25.3831,23.7969,22.6484,21.9652,21.6765,0.844201,10.6425654152118
28.0112,28.0673,27.0333,26.4215,26.8359,25.5015,0.620652,7.7249219140251
26.3756,25.6556,25.1799,24.8893,24.7418,24.767,0.167505,7.23655489489738
25.2075,24.4549,23.4785,23.2735,23.0563,23.095,0.404478,8.5775653249539
27.7571,26.2626,25.4613,25.0955,24.993,24.5962,0.568128,8.23486387212492
28.6902,27.5195,26.7919,26.0414,25.0857,24.6436,1.57777,10.990373046361
26.1255,26.0603,25.795,25.4866,25.1367,24.5814,1.67528,9.85148461224469
23.3492,22.8907,22.0546,21.4428,21.2193,21.0165,0.586386,10.0811347900245
27.6355,27.0439,27.0075,26.7627,26.4443,26.6815,1.73049,7.89562638453631
26.8968,26.3492,25.0334,24.064,23.3332,22.5676,1.20687,10.7739655362453
27.7864,27.8582,25.6124,24.5166,23.4868,22.7909,1.09486,10.8029009173319
33.7506,27.8299,27.8424,26.5633,26.6148,26.4302,0.577083,8.25144353503336
26.8321,26.8171,26.7092,26.5219,25.7336,26.2843,1.755,9.35901922829267
26.5935,26.636,25.8648,25.5116,25.2049,25.3833,0.56785,8.00503028586362
27.3025,27.886,27.1228,26.3349,25.5949,25.3427,1.20541,9.11217585675469
29.3063,27.7331,27.4973,26.9605,26.6847,26.2574,0.878768,7.51464469443073
26.5263,26.0881,26.2165,25.9049,25.8841,24.853,0.925724,7.8339015292121
99,27.2413,26.5301,26.3458,26.3725,26.5169,0.398613,7.20661002389922
30.3174,28.2905,27.2769,26.9698,27.2569,25.6349,0.638181,7.83801116456186
27.7833,26.513,26.221,25.8709,25.5032,25.1026,0.988978,8.21001068514968
99,27.7444,27.6237,26.5933,26.4583,26.8439,0.788673,8.04295727175234
26.5998,26.2727,26.0817,25.9002,25.3642,25.3694,1.12432,8.75694403629683
26.1577,26.658,26.4516,26.5899,26.3965,25.977,0.414392,6.47687508475851
27.4008,26.9561,25.8698,25.7077,25.4911,25.8102,0.432585,7.73583594062419
27.4477,27.5682,25.8647,25.5976,25.3078,25.098,0.421521,8.29132222124026
28.7643,28.1905,27.9639,26.915,26.3633,26.5322,0.689014,8.30952583906433
25.6508,25.2422,24.2997,24.1372,23.8725,24.0028,0.381356,8.12333213621909
25.4796,24.8151,23.9461,23.3037,22.6878,22.5039,0.994194,9.95044031378953
25.2453,24.683,24.166,23.3534,22.934,22.0799,1.4225,10.9407793726517
27.4336,27.0925,26.6637,26.2452,26.2796,25.4326,0.559892,7.76841164679786
25.0192,24.0895,23.2784,23.0785,22.8414,22.8221,0.311258,8.46820106376483
25.6083,25.7168,25.8978,26.0555,26.1461,26.0825,1.18725,7.02734960777476
26.4799,26.2584,25.7896,25.7247,25.748,25.8608,0.226463,6.69681490837674
27.7253,27.6411,27.1518,26.5123,25.7981,25.8083,1.31083,9.02223448327139
23.7304,23.3458,22.5201,22.1173,21.9213,21.6516,0.488261,9.44527407629131
27.8419,27.323,27.3355,26.946,26.8066,26.3805,1.58103,9.02000889706207
28.7061,27.0946,26.106,25.261,24.5769,23.8964,1.29723,10.2062509321208
27.796,27.9759,27.3135,26.9544,26.6821,99,0.425047,7.05961263767757
28.3491,28.3823,27.7619,26.399,26.1623,27.4567,0.67471,8.21274410382082
31.004,28.1413,27.6188,26.8342,26.4198,25.6125,1.6342,9.38191070850261
26.0685,25.7396,25.11,24.5915,24.4989,24.5173,0.670208,8.4706912067531
26.983,27.2199,26.9576,26.8484,26.0967,26.0751,1.10328,7.98740256992399
20.7528,18.9659,17.5169,16.9295,16.6098,16.3258,0.296618,11.8764187708051
29.1886,26.9045,25.8375,25.0886,24.743,24.6913,0.581109,8.92564980206945
26.0789,25.0949,24.7474,24.5052,24.5191,24.4068,0.171024,7.13313316448823
29.255,29.1441,28.4159,26.8263,26.3602,25.6852,0.84694,8.79607592682046
24.5437,23.843,22.8468,22.2843,22.1273,21.9378,0.576012,9.50172047544262
99,26.5286,25.5666,25.2067,25.0512,24.885,0.305443,7.85276475352293
26.5339,26.3589,26.3486,26.2969,26.1843,25.8861,0.835065,6.55158904753898
27.9917,27.5716,26.9161,26.6245,26.1391,24.9598,1.24636,9.12672543530247
27.5238,27.1927,26.7192,26.2613,26.198,25.4506,0.573519,7.63276493499664
26.5386,26.9315,26.4705,25.9314,25.7942,25.5288,0.812238,8.32751218774859
27.1019,27.4974,27.0259,26.8048,26.4118,26.6817,1.66537,9.27700605450138
25.9621,25.7997,25.6352,25.4504,25.2238,24.7359,1.38279,9.23043103829613
27.2473,26.6482,25.516,25.0969,24.7904,24.5007,0.430913,8.25848403161512
29.8923,27.8141,27.2596,26.9661,26.3933,28.243,1.17315,8.36584164110255
26.923,25.9246,24.4561,23.3591,22.5947,22.25,0.912898,10.6261185433393
26.5584,26.249,25.5582,25.3528,25.1165,25.146,0.5027,7.84071882055864
27.2333,27.0908,26.4133,26.2036,25.8043,25.8341,0.401712,7.26060080898063
28.4706,27.4168,26.3071,25.8701,25.7266,25.3965,0.603898,8.0496521001495
27.3979,27.1787,25.0988,23.9429,23.059,22.7034,0.906648,10.5759275942376
27.1189,26.3057,25.5184,25.0039,24.4016,24.1341,1.87449,10.8258361993032
25.2829,24.8957,23.6272,22.7119,21.9034,21.5048,0.988338,10.86357800753
25.8463,25.5841,25.3288,25.216,25.3289,24.8489,0.185395,6.69190507417836
29.1255,27.8635,25.765,24.4697,23.6482,22.7855,1.15974,10.9160062629636
24.4581,23.6662,23.2883,23.0826,22.9682,22.9368,0.145573,7.64081622149321
26.7208,26.6822,26.441,26.2389,25.9979,25.9771,0.45788,6.95516416528161
24.4914,23.8538,23.6518,23.4883,23.5582,23.5458,0.141118,7.15454873496652
28.1659,27.2443,27.2884,26.9346,26.4373,26.6435,1.87333,8.6601119210885
99,29.4755,27.6503,26.7071,25.6695,26.0259,0.955602,9.2051827028353
24.5255,22.3971,20.7686,20.1264,19.797,19.591,0.40545,10.8317488713601
29.7029,27.5528,26.7879,26.3228,27.3682,26.3798,0.470303,7.36864384540325
28.8075,27.7971,27.2968,26.7828,27.3339,26.3581,0.698424,7.43008473511306
28.0442,26.7434,26.4597,26.2652,25.8291,25.1516,1.82132,9.48831799640097
25.6032,25.9202,25.9395,25.7455,25.4493,25.0272,1.10087,8.22115593188966
26.5878,25.3905,23.7325,22.4769,21.9583,21.5599,0.698148,10.765932924605
26.732,26.9376,25.9333,24.6849,24.0508,23.1585,1.37669,10.9809182910457
27.5727,26.3297,25.4895,25.1437,25.1267,25.0539,0.552351,8.20942921950444
24.9803,24.4721,23.5633,23.2461,23.088,22.8386,0.475607,8.83509610068563
27.344,26.9195,26.7128,25.8971,25.5514,25.286,0.757701,8.05148053215675
26.6294,26.9792,26.9331,26.9139,26.3008,26.1362,1.33829,8.84106650449048
28.9293,27.7963,27.1317,26.6247,26.3271,26.5872,0.556606,7.39512011974962
26.7622,26.2305,25.8313,25.5883,25.2836,24.4727,1.41988,9.35839556422718
29.9527,28.5679,27.8956,26.04,25.2369,24.676,1.55684,10.7560272129734
27.2715,27.3138,26.5541,26.3709,26.2761,26.2879,0.473715,7.28922093942718
25.648,25.3208,24.4071,24.0604,23.927,23.6205,0.511091,8.57735735454665
26.1385,25.5524,24.7626,24.0303,23.8771,23.7383,0.702407,8.98293212423083
28.0137,26.2085,25.7114,24.9818,24.6179,24.3603,0.743493,8.76812137565756
26.9767,26.5301,26.1094,25.8263,25.3665,25.2349,0.913283,8.3633505725215
22.4373,21.4615,20.3459,19.9215,19.6209,19.4367,0.337702,10.3230766964371
99,27.5832,26.8903,26.4545,26.4332,26.0592,0.649743,7.80732730175347
28.8891,26.2854,25.5475,25.2664,25.1012,24.9335,0.323094,7.57122653215717
29.5348,27.7697,27.1163,26.4507,26.1747,25.4392,0.626048,8.17560747517614
26.7801,26.8613,26.1258,25.5124,25.4864,25.31,0.672719,8.16977726563787
24.8968,24.7014,24.2899,23.8335,23.1763,22.9162,1.13328,9.82267729187087
24.4386,23.7273,22.8928,21.9893,21.7035,21.578,0.807129,9.99082261489493
27.5312,26.8167,25.7633,25.5743,25.2615,25.518,0.282128,7.58147746615643
27.1927,26.4167,25.7099,25.4591,25.3501,24.9124,0.610878,7.99506760895195
99,27.6552,27.4814,26.5318,25.8872,25.644,1.0792,8.55533028265138
26.5002,25.0743,23.2547,21.9556,21.357,20.9986,0.755858,11.0261163378646
28.3812,27.8978,27.6929,26.9212,26.3825,25.3191,0.974063,8.54705808220605
99,28.1556,27.1094,25.8686,25.4882,25.987,0.806165,8.50074678660777
99,30.4557,27.7763,26.9892,25.7792,25.8113,1.15272,9.57183106908334
25.9065,25.4004,24.3376,23.4442,23.1433,22.9047,0.681978,9.56519943362856
